Sr.No.,UPI Beneficiary Banks,Year,Month,Total Volume (In Mn),Approved %,BD %	,	TD%,Deemed Approved %,Column 8
2,YES Bank,2022,11,1261.66,99.87%,0.12%,0.01%,0.00%,
3,State Bank of India,2022,11,877.76,99.07%,0.22%,0.63%,0.08%,
4,Axis Bank,2022,11,541.43,99.82%,0.11%,0.04%,0.03%,
5,ICICI Bank,2022,11,493.34,99.30%,0.36%,0.28%,0.07%,
6,HDFC Bank,2022,11,361.21,99.22%,0.66%,0.08%,0.04%,
7,Bank of Baroda,2022,11,233.63,99.59%,0.26%,0.10%,0.05%,
8,Union Bank of India,2022,11,226.28,99.35%,0.28%,0.29%,0.08%,
9,Canara Bank,2022,11,173.68,98.62%,0.43%,0.72%,0.24%,
10,Federal Bank,2022,11,166.71,99.22%,0.34%,0.41%,0.03%,
11,Punjab National Bank,2022,11,163.42,96.87%,0.58%,1.84%,0.71%,
12,Kotak Mahindra Bank,2022,11,150.77,99.05%,0.59%,0.27%,0.09%,
13,Bank of India,2022,11,129.98,99.12%,0.25%,0.50%,0.13%,
14,Indian Bank,2022,11,94.58,98.69%,0.33%,0.82%,0.16%,
15,Airtel Payments Bank,2022,11,84.21,94.82%,0.43%,3.37%,1.37%,
16,IndusInd Bank,2022,11,62.72,98.90%,0.46%,0.36%,0.28%,
17,Central Bank of India,2022,11,60.87,96.54%,0.63%,1.88%,0.95%,
18,India Post Payment Bank,2022,11,56.87,96.45%,0.73%,2.62%,0.20%,
19,Indian Overseas Bank,2022,11,50.3,98.92%,0.28%,0.59%,0.21%,
20,IDBI Bank,2022,11,48.77,98.14%,0.47%,1.19%,0.20%,
21,UCO Bank,2022,11,44.71,97.31%,0.68%,1.56%,0.45%,
22,Bank of Maharashtra,2022,11,38.54,98.02%,0.31%,1.51%,0.16%,
23,IDFC First Bank,2022,11,37.91,91.59%,1.43%,6.48%,0.50%,
24,Karnataka Bank,2022,11,29.87,93.52%,0.64%,4.91%,0.94%,
25,Karur Vysya Bank,2022,11,24.8,98.56%,0.53%,0.82%,0.09%,
26,South Indian Bank,2022,11,21.4,99.21%,0.65%,0.13%,0.01%,
27,Bandhan Bank,2022,11,20.13,96.34%,0.37%,3.11%,0.18%,
28,Fino Payments Bank,2022,11,19.4,95.99%,2.08%,1.48%,0.45%,
29,AU Small Finance Bank,2022,11,15.63,97.57%,2.07%,0.21%,0.15%,
30,City Union Bank,2022,11,12.88,98.44%,0.85%,0.63%,0.08%,
31,Tamilnad Mercantile Bank,2022,11,11.78,98.77%,0.26%,0.81%,0.16%,
32,CITI Bank,2022,11,11.3,99.62%,0.00%,0.08%,0.30%,
33,Ujjivan Small Finance Bank,2022,11,11.14,95.80%,0.29%,3.62%,0.29%,
34,Equitas Bank,2022,11,10.67,97.64%,1.88%,0.46%,0.02%,
35,Punjab and Sind Bank,2022,11,8.84,98.27%,0.22%,1.20%,0.31%,
36,Pragathi Krishna Gramin Bank,2022,11,8.58,99.14%,0.43%,0.20%,0.23%,
37,Kerala Gramin Bank,2022,11,8.36,98.99%,0.71%,0.11%,0.18%,
38,Jammu and Kashmir Bank,2022,11,8.27,95.56%,0.61%,3.57%,0.25%,
39,Andhra Pradesh Grameena Vikas Bank,2022,11,7.64,98.46%,0.26%,0.89%,0.39%,
40,DBS Bank,2022,11,6.87,98.51%,1.41%,0.06%,0.02%,
41,Maharashtra Gramin Bank,2022,11,6.62,91.06%,4.57%,3.62%,0.76%,
42,ESAF Small Finance Bank Ltd,2022,11,6.56,99.05%,0.24%,0.61%,0.11%,
43,RBL,2022,11,6.0,96.96%,1.55%,1.13%,0.36%,
44,Rajasthan Marudhara Gramin Bank,2022,11,5.97,95.14%,0.45%,3.49%,0.92%,
45,Saraswat Bank,2022,11,5.87,99.18%,0.22%,0.54%,0.06%,
46,Baroda U.P. Bank,2022,11,5.41,93.56%,2.43%,3.37%,0.64%,
47,Andhra Pragathi Grameena Bank,2022,11,5.39,94.46%,1.55%,3.58%,0.41%,
48,Sarva Haryana Gramin Bank,2022,11,4.67,89.96%,1.93%,7.94%,0.16%,
49,Baroda Rajasthan Kshetriya Gramin Bank,2022,11,4.21,92.85%,2.34%,4.33%,0.48%,
50,Karnataka Vikas Grameena Bank,2022,11,3.83,96.13%,1.19%,2.43%,0.25%,
1,Paytm Payments Bank,2023,11,2617.76,99.90%,0.08%,0.01%,0.00%,
2,YES Bank,2023,11,2146.74,99.96%,0.03%,0.01%,0.00%,
3,State Bank of India,2023,11,1163.73,99.15%,0.27%,0.58%,0.06%,
4,Axis Bank,2023,11,856.15,99.52%,0.34%,0.15%,0.07%,
5,ICICI Bank,2023,11,651.71,99.28%,0.60%,0.12%,0.01%,
6,HDFC Bank,2023,11,508.67,99.29%,0.65%,0.06%,0.04%,
7,Bank of Baroda,2023,11,317.76,99.43%,0.48%,0.09%,0.10%,
8,Union Bank of India,2023,11,310.09,99.55%,0.25%,0.20%,0.12%,
9,Federal Bank,2023,11,266.3,99.40%,0.32%,0.29%,0.04%,
10,Punjab National Bank,2023,11,254.47,99.39%,0.47%,0.14%,0.24%,
11,Canara Bank,2023,11,252.28,99.05%,0.53%,0.42%,0.13%,
12,Kotak Mahindra Bank,2023,11,219.84,99.31%,0.64%,0.05%,0.06%,
13,Bank of India,2023,11,173.07,96.65%,0.31%,3.04%,0.43%,
14,Indian Bank,2023,11,167.39,99.49%,0.44%,0.07%,0.04%,
15,Airtel Payments Bank,2023,11,160.79,99.07%,0.51%,0.43%,0.15%,
16,IndusInd Bank,2023,11,135.4,98.93%,0.43%,0.64%,0.43%,
17,India Post Payment Bank,2023,11,100.15,98.67%,0.42%,0.90%,0.14%,
18,Central Bank of India,2023,11,82.64,98.41%,0.57%,1.02%,0.45%,
19,Indian Overseas Bank,2023,11,70.94,99.24%,0.35%,0.40%,0.32%,
20,UCO Bank,2023,11,67.33,98.39%,0.79%,0.82%,0.08%,
21,IDBI Bank,2023,11,58.83,98.43%,0.48%,1.09%,0.47%,
22,Bank of Maharashtra,2023,11,48.5,98.98%,0.61%,0.41%,0.10%,
23,Fino Payments Bank,2023,11,44.77,98.15%,0.70%,1.15%,0.10%,
24,Karnataka Bank,2023,11,39.12,98.76%,0.67%,0.58%,0.02%,
25,IDFC First Bank,2023,11,48.61,98.45%,1.39%,0.16%,0.15%,
26,Karur Vysya Bank,2023,11,30.6,98.98%,0.59%,0.43%,0.09%,
27,South Indian Bank,2023,11,29.58,99.15%,0.43%,0.42%,0.02%,
28,Bandhan Bank,2023,11,26.18,98.07%,0.53%,1.40%,0.00%,
29,AU Small Finance Bank,2023,11,22.96,97.60%,2.24%,0.16%,0.11%,
30,Tamilnad Mercantile Bank,2023,11,18.71,99.50%,0.31%,0.19%,0.03%,
31,City Union Bank,2023,11,17.92,98.36%,1.45%,0.19%,0.06%,
32,RBL,2023,11,44.4,95.83%,0.55%,3.62%,0.31%,
33,Ujjivan Small Finance Bank,2023,11,17.99,99.31%,0.19%,0.50%,0.25%,
34,Jammu and Kashmir Bank,2023,11,19.18,98.00%,0.35%,1.64%,0.27%,
35,Equitas Bank,2023,11,12.5,97.55%,2.37%,0.08%,0.00%,
36,Punjab and Sind Bank,2023,11,13.25,99.37%,0.28%,0.35%,0.21%,
37,Kerala Gramin Bank,2023,11,13.43,98.41%,0.22%,1.38%,0.59%,
38,Pragathi Krishna Gramin Bank,2023,11,11.6,99.00%,0.49%,0.51%,0.33%,
39,CITI Bank,2023,11,10.35,99.79%,0.00%,0.21%,0.00%,
40,Andhra Pradesh Grameena Vikas Bank,2023,11,11.19,98.76%,0.87%,0.37%,0.07%,
41,DBS Bank,2023,11,9.6,98.21%,1.70%,0.08%,0.04%,
42,Maharashtra Gramin Bank,2023,11,9.6,98.29%,0.26%,1.45%,0.14%,
43,Tri O Tech Solutions Private Limited,2023,11,13.88,94.64%,5.32%,0.04%,0.01%,
44,Rajasthan Marudhara Gramin Bank,2023,11,8.76,99.17%,0.61%,0.22%,0.06%,
45,Baroda U.P. Bank,2023,11,10.63,83.36%,0.85%,15.80%,5.43%,
46,ESAF Small Finance Bank Ltd,2023,11,9.33,99.66%,0.17%,0.18%,0.05%,
47,Andhra Pragathi Grameena Bank,2023,11,7.17,97.88%,0.74%,1.38%,0.04%,
48,Saraswat Bank,2023,11,7.23,99.35%,0.37%,0.28%,0.11%,
49,Sarva Haryana Gramin Bank,2023,11,6.55,97.20%,0.43%,2.37%,0.60%,
50,Baroda Rajasthan Kshetriya Gramin Bank,2023,11,5.2,94.07%,1.31%,4.62%,1.32%,
1,YES Bank,2024,11,6213.24,99.99%,0.01%,0.01%,0.00%,
2,State Bank of India,2024,11,1566.68,99.50%,0.13%,0.38%,0.14%,
3,Axis Bank,2024,11,1561.95,99.92%,0.07%,0.01%,0.01%,
4,HDFC Bank,2024,11,740.76,98.78%,0.97%,0.25%,0.02%,
5,ICICI Bank,2024,11,591.09,99.49%,0.41%,0.10%,0.05%,
6,Canara Bank,2024,11,427.61,99.27%,0.32%,0.33%,0.15%,
7,Bank of Baroda,2024,11,417.34,99.86%,0.06%,0.07%,0.04%,
8,Union Bank of India,2024,11,395.19,99.73%,0.10%,0.17%,0.06%,
9,Federal Bank,2024,11,387.11,99.73%,0.21%,0.06%,0.00%,
10,Punjab National Bank,2024,11,356.82,99.71%,0.27%,0.01%,0.11%,
11,Airtel Payments Bank,2024,11,319.58,99.19%,0.29%,0.51%,0.21%,
12,Kotak Mahindra Bank,2024,11,294.25,98.52%,1.29%,0.18%,0.11%,
13,Indian Bank,2024,11,220.32,99.14%,0.71%,0.12%,0.08%,
14,Bank of India,2024,11,215.19,97.84%,0.78%,1.38%,0.48%,
15,India Post Payment Bank,2024,11,183.87,98.71%,0.37%,0.91%,0.18%,
16,IndusInd Bank,2024,11,152.52,99.40%,0.32%,0.28%,0.17%,
17,Indian Overseas Bank,2024,11,122.51,99.27%,0.62%,0.10%,0.26%,
18,Central Bank of India,2024,11,105.6,98.43%,1.01%,0.55%,0.60%,
19,Fino Payments Bank,2024,11,93.78,95.72%,4.12%,0.16%,0.06%,
20,UCO Bank,2024,11,92.37,99.10%,0.39%,0.51%,0.03%,
21,Bank of Maharashtra,2024,11,85.17,99.63%,0.24%,0.13%,0.03%,
22,IDBI Bank,2024,11,73.44,99.61%,0.27%,0.12%,0.04%,
23,Karnataka Bank,2024,11,57.56,97.80%,0.69%,1.51%,0.18%,
24,RBL,2024,11,52.0,99.46%,0.43%,0.11%,0.06%,
25,One Mobikwik Systems Limited,2024,11,44.12,99.96%,0.01%,0.03%,0.00%,
26,The Jammu And Kashmir Bank,2024,11,41.98,98.49%,0.23%,1.27%,1.12%,
27,Bandhan Bank,2024,11,41.87,98.54%,0.21%,1.26%,0.19%,
28,IDFC First Bank,2024,11,40.46,99.07%,0.89%,0.04%,0.01%,
29,The South Indian Bank Limited,2024,11,39.73,99.86%,0.11%,0.04%,0.01%,
30,Karur Vysya Bank,2024,11,37.2,99.62%,0.25%,0.13%,0.02%,
31,AU Small Finance Bank,2024,11,34.5,99.18%,0.69%,0.13%,0.05%,
32,Tri O Tech Solutions Private Limited,2024,11,31.76,96.11%,3.88%,0.01%,0.00%,
33,Tamilnad Mercantile Bank,2024,11,28.98,99.53%,0.09%,0.39%,0.10%,
34,City Union Bank,2024,11,24.61,99.41%,0.40%,0.19%,0.01%,
35,Ujjivan Small Finance Bank,2024,11,23.21,99.54%,0.20%,0.26%,0.16%,
36,Kerala Gramin Bank,2024,11,21.94,95.27%,0.93%,3.80%,1.49%,
37,Punjab and Sind Bank,2024,11,21.92,97.62%,2.28%,0.10%,0.01%,
38,Jio Payments Bank,2024,11,19.35,99.04%,0.55%,0.41%,0.35%,
39,CITI Bank,2024,11,18.46,99.41%,0.47%,0.13%,0.13%,
40,Baroda U.P. Bank,2024,11,15.14,98.54%,0.28%,1.18%,0.54%,
41,Andhra Pradesh Grameena Vikas Bank,2024,11,14.47,96.09%,0.30%,3.61%,0.26%,
42,Pragathi Krishna Gramin Bank,2024,11,13.99,97.27%,0.99%,1.74%,1.10%,
43,Equitas Bank,2024,11,13.26,98.22%,1.46%,0.32%,0.00%,
44,ESAF Small Finance Bank Ltd,2024,11,12.77,99.70%,0.18%,0.12%,0.04%,
45,Maharashtra Gramin Bank,2024,11,11.55,98.92%,0.14%,0.95%,0.10%,
46,Rajasthan Marudhara Gramin Bank,2024,11,11.16,99.11%,0.33%,0.56%,0.08%,
47,NSDL Payments Bank,2024,11,11.06,98.08%,1.19%,0.73%,0.31%,
48,DBS Bank,2024,11,10.59,98.35%,1.14%,0.50%,0.13%,
49,Andhra Pragathi Grameena Bank,2024,11,10.41,95.63%,0.24%,4.12%,0.27%,
50,Sarva Haryana Gramin Bank,2024,11,8.65,99.32%,0.36%,0.32%,0.15%,
1,Paytm Payments Bank,2022,10,1614.03,99.67%,0.33%,0.01%,0.00%,
2,YES Bank,2022,10,1219.77,99.79%,0.03%,0.13%,0.05%,
3,State Bank of India,2022,10,889.56,98.90%,0.23%,0.81%,0.05%,
4,Axis Bank,2022,10,542.37,99.89%,0.09%,0.01%,0.01%,
5,ICICI Bank,2022,10,492.94,99.32%,0.34%,0.26%,0.08%,
6,HDFC Bank,2022,10,373.7,99.20%,0.66%,0.10%,0.04%,
7,Bank of Baroda,2022,10,240.33,99.39%,0.26%,0.28%,0.07%,
8,Union Bank of India,2022,10,227.13,98.72%,0.28%,0.82%,0.18%,
9,Canara Bank,2022,10,172.3,99.48%,0.40%,0.06%,0.05%,
10,Punjab National Bank,2022,10,167.71,98.57%,0.57%,0.52%,0.34%,
11,Federal Bank,2022,10,165.64,99.61%,0.30%,0.08%,0.01%,
12,Kotak Mahindra Bank,2022,10,154.56,99.26%,0.62%,0.07%,0.05%,
13,Bank of India,2022,10,134.01,98.83%,0.26%,0.76%,0.15%,
14,Indian Bank,2022,10,92.72,98.59%,0.37%,0.79%,0.25%,
15,Airtel Payments Bank,2022,10,83.12,94.81%,0.47%,3.55%,1.17%,
16,IndusInd Bank,2022,10,63.42,99.09%,0.45%,0.29%,0.17%,
17,Central Bank of India,2022,10,62.34,95.82%,0.62%,2.62%,0.94%,
18,India Post Payment Bank,2022,10,54.32,96.43%,0.98%,2.37%,0.22%,
19,IDBI Bank,2022,10,50.52,98.82%,0.43%,0.49%,0.26%,
20,Indian Overseas Bank,2022,10,49.89,99.04%,0.28%,0.42%,0.26%,
21,UCO Bank,2022,10,44.71,97.88%,0.70%,1.05%,0.37%,
22,Bank of Maharashtra,2022,10,39.9,98.36%,0.29%,1.17%,0.18%,
23,IDFC First Bank,2022,10,36.93,93.33%,1.04%,5.01%,0.62%,
24,Karnataka Bank,2022,10,30.03,94.35%,0.70%,4.14%,0.82%,
25,Karur Vysya Bank,2022,10,25.04,99.21%,0.60%,0.15%,0.04%,
26,South Indian Bank,2022,10,20.8,99.25%,0.65%,0.09%,0.01%,
27,Bandhan Bank,2022,10,19.75,96.79%,0.39%,2.74%,0.08%,
28,Fino Payments Bank,2022,10,19.5,96.03%,2.29%,1.30%,0.38%,
29,AU Small Finance Bank,2022,10,16.05,97.86%,1.70%,0.25%,0.19%,
30,CITI Bank,2022,10,2.54,97.38%,1.97%,0.42%,0.23%,
31,City Union Bank,2022,10,12.82,98.45%,0.89%,0.57%,0.09%,
32,Tamilnad Mercantile Bank,2022,10,11.7,99.39%,0.27%,0.30%,0.04%,
33,Ujjivan Small Finance Bank,2022,10,11.2,94.52%,0.28%,4.91%,0.29%,
34,Equitas Bank,2022,10,10.73,94.69%,1.71%,2.93%,0.67%,
35,Pragathi Krishna Gramin Bank,2022,10,8.76,98.92%,0.46%,0.34%,0.28%,
36,Punjab and Sind Bank,2022,10,8.71,92.64%,0.23%,5.73%,1.40%,
37,YES Bank,2022,10,7.97,100.00%,0.00%,0.00%,0.00%,
38,Jammu and Kashmir Bank,2022,10,8.13,96.36%,0.62%,2.89%,0.13%,
39,Kerala Gramin Bank,2022,10,7.72,99.06%,0.67%,0.11%,0.16%,
40,Andhra Pradesh Grameena Vikas Bank,2022,10,7.59,93.00%,2.66%,3.02%,1.32%,
41,DBS Bank,2022,10,6.82,97.40%,1.37%,0.97%,0.25%,
42,Maharashtra Gramin Bank,2022,10,7.43,86.96%,4.39%,7.12%,1.53%,
43,ESAF Small Finance Bank Ltd,2022,10,6.42,99.13%,0.22%,0.58%,0.07%,
44,Saraswat Bank,2022,10,6.2,99.25%,0.20%,0.50%,0.05%,
45,Rajasthan Marudhara Gramin Bank,2022,10,6.42,89.36%,0.39%,8.43%,1.82%,
46,RBL,2022,10,5.95,98.14%,1.33%,0.46%,0.07%,
47,Baroda U.P. Bank,2022,10,5.63,92.88%,2.36%,4.19%,0.58%,
48,Andhra Pragathi Grameena Bank,2022,10,5.56,89.78%,1.62%,7.08%,1.52%,
49,Sarva Haryana Gramin Bank,2022,10,5.15,84.50%,0.42%,14.93%,0.14%,
50,Baroda Rajasthan Kshetriya Gramin Bank,2022,10,4.6,90.68%,2.05%,6.45%,0.82%,
1,Paytm Payments Bank,2023,10,2709.07,99.87%,0.11%,0.02%,0.00%,
2,YES Bank,2023,10,2224.58,99.94%,0.02%,0.03%,0.00%,
3,State Bank of India,2023,10,1183.73,97.26%,0.28%,2.46%,0.41%,
4,Axis Bank,2023,10,798.18,99.73%,0.22%,0.05%,0.03%,
5,ICICI Bank,2023,10,651.16,99.28%,0.49%,0.23%,0.08%,
6,HDFC Bank,2023,10,535.56,99.39%,0.50%,0.11%,0.06%,
7,Bank of Baroda,2023,10,326.93,98.09%,0.84%,1.07%,0.16%,
8,Union Bank of India,2023,10,314.34,98.97%,0.24%,0.80%,0.22%,
9,Federal Bank,2023,10,271.01,99.65%,0.30%,0.04%,0.00%,
10,Punjab National Bank,2023,10,256.32,99.04%,0.45%,0.52%,0.22%,
11,Canara Bank,2023,10,252.42,99.24%,0.51%,0.25%,0.15%,
12,Kotak Mahindra Bank,2023,10,237.72,98.74%,0.64%,0.62%,0.17%,
13,Bank of India,2023,10,175.96,99.44%,0.29%,0.27%,0.13%,
14,Indian Bank,2023,10,169.62,99.44%,0.46%,0.10%,0.03%,
15,Airtel Payments Bank,2023,10,158.7,99.23%,0.59%,0.18%,0.10%,
16,IndusInd Bank,2023,10,129.76,98.36%,0.37%,1.28%,0.30%,
17,India Post Payment Bank,2023,10,96.97,98.51%,0.39%,1.10%,0.04%,
18,Central Bank of India,2023,10,84.25,97.64%,0.64%,1.72%,0.53%,
19,Indian Overseas Bank,2023,10,72.39,99.28%,0.40%,0.32%,0.30%,
20,UCO Bank,2023,10,67.14,98.84%,0.80%,0.36%,0.17%,
21,IDBI Bank,2023,10,60.68,98.77%,0.46%,0.77%,0.29%,
22,Bank of Maharashtra,2023,10,49.66,98.99%,0.57%,0.45%,0.10%,
23,Fino Payments Bank,2023,10,50.88,97.26%,0.69%,2.05%,0.06%,
24,Karnataka Bank,2023,10,39.45,98.47%,0.71%,0.82%,0.05%,
25,IDFC First Bank,2023,10,52.06,98.85%,1.07%,0.08%,0.00%,
26,Karur Vysya Bank,2023,10,31.11,99.07%,0.61%,0.32%,0.08%,
27,South Indian Bank,2023,10,29.03,99.60%,0.33%,0.07%,0.02%,
28,Bandhan Bank,2023,10,25.96,85.26%,0.40%,14.34%,0.17%,
29,AU Small Finance Bank,2023,10,22.86,97.95%,1.90%,0.15%,0.14%,
30,Tamilnad Mercantile Bank,2023,10,18.78,98.79%,0.34%,0.87%,0.13%,
31,City Union Bank,2023,10,18.0,98.69%,1.13%,0.19%,0.05%,
32,RBL,2023,10,39.79,96.25%,1.44%,2.31%,0.27%,
33,Ujjivan Small Finance Bank,2023,10,18.2,98.24%,0.24%,1.51%,0.45%,
34,Jammu and Kashmir Bank,2023,10,18.65,98.03%,0.33%,1.63%,0.17%,
35,Equitas Bank,2023,10,13.31,97.38%,2.52%,0.10%,0.01%,
36,Punjab and Sind Bank,2023,10,13.64,91.02%,0.21%,8.77%,0.58%,
37,Kerala Gramin Bank,2023,10,12.93,98.25%,0.24%,1.51%,0.55%,
38,Pragathi Krishna Gramin Bank,2023,10,11.58,98.38%,0.41%,1.22%,0.49%,
39,CITI Bank,2023,10,9.77,99.87%,0.00%,0.13%,0.14%,
40,Andhra Pradesh Grameena Vikas Bank,2023,10,11.32,98.92%,0.73%,0.35%,0.07%,
41,DBS Bank,2023,10,10.0,97.67%,1.69%,0.64%,0.04%,
42,Maharashtra Gramin Bank,2023,10,10.08,96.48%,0.47%,3.04%,0.24%,
43,Tri O Tech Solutions Private Limited,2023,10,13.24,94.13%,5.79%,0.08%,0.03%,
44,Rajasthan Marudhara Gramin Bank,2023,10,8.94,99.06%,0.50%,0.43%,0.08%,
45,Baroda U.P. Bank,2023,10,9.59,92.97%,0.80%,6.24%,2.18%,
46,ESAF Small Finance Bank Ltd,2023,10,9.26,99.67%,0.14%,0.19%,0.23%,
47,Andhra Pragathi Grameena Bank,2023,10,7.09,97.79%,0.56%,1.65%,0.03%,
48,Saraswat Bank,2023,10,7.5,99.47%,0.34%,0.18%,0.10%,
49,Sarva Haryana Gramin Bank,2023,10,6.75,97.60%,0.41%,1.99%,0.51%,
50,Baroda Rajasthan Kshetriya Gramin Bank,2023,10,5.26,97.70%,1.07%,1.24%,0.26%,
1,YES Bank,2024,10,6665.2,99.99%,0.01%,0.00%,0.00%,
2,State Bank of India,2024,10,1667.62,99.11%,0.12%,0.77%,0.37%,
3,Axis Bank,2024,10,1647.89,99.86%,0.06%,0.07%,0.01%,
4,HDFC Bank,2024,10,814.86,98.94%,1.04%,0.02%,0.01%,
5,ICICI Bank,2024,10,637.79,99.48%,0.49%,0.03%,0.02%,
6,Bank of Baroda,2024,10,472.15,99.90%,0.06%,0.03%,0.06%,
7,Canara Bank,2024,10,449.55,99.26%,0.56%,0.18%,0.13%,
8,Union Bank of India,2024,10,420.82,99.81%,0.10%,0.09%,0.05%,
9,Federal Bank,2024,10,418.03,99.75%,0.20%,0.04%,0.00%,
10,Punjab National Bank,2024,10,386.0,99.68%,0.28%,0.05%,0.14%,
11,Airtel Payments Bank,2024,10,328.27,99.64%,0.29%,0.07%,0.07%,
12,Kotak Mahindra Bank,2024,10,322.09,98.62%,1.35%,0.03%,0.04%,
13,Bank of India,2024,10,235.92,98.61%,0.85%,0.54%,0.16%,
14,Indian Bank,2024,10,234.79,99.05%,0.80%,0.15%,0.04%,
15,India Post Payment Bank,2024,10,191.03,99.46%,0.25%,0.29%,0.05%,
16,IndusInd Bank,2024,10,175.04,99.21%,0.64%,0.15%,0.04%,
17,Indian Overseas Bank,2024,10,122.14,98.17%,0.47%,1.36%,0.77%,
18,Central Bank of India,2024,10,116.32,98.07%,1.42%,0.51%,0.28%,
19,Fino Payments Bank,2024,10,102.43,96.33%,3.56%,0.11%,0.03%,
20,UCO Bank,2024,10,99.3,99.41%,0.47%,0.12%,0.02%,
21,Bank of Maharashtra,2024,10,81.9,99.18%,0.25%,0.57%,0.18%,
22,IDBI Bank,2024,10,79.09,99.62%,0.27%,0.11%,0.05%,
23,RBL,2024,10,59.7,99.59%,0.27%,0.14%,0.11%,
24,Karnataka Bank,2024,10,58.52,98.87%,0.62%,0.51%,0.05%,
25,One Mobikwik Systems Limited,2024,10,51.06,99.96%,0.03%,0.02%,0.00%,
26,Bandhan Bank,2024,10,43.86,98.76%,0.23%,1.01%,0.06%,
27,IDFC First Bank,2024,10,43.61,98.88%,1.09%,0.03%,0.01%,
28,Jammu and Kashmir Bank,2024,10,41.43,98.42%,0.17%,1.41%,1.19%,
29,South Indian Bank,2024,10,40.76,99.32%,0.63%,0.05%,0.01%,
30,Karur Vysya Bank,2024,10,39.62,98.98%,0.81%,0.21%,0.04%,
31,AU Small Finance Bank,2024,10,38.49,99.24%,0.70%,0.06%,0.03%,
32,Tri O Tech Solutions Private Limited,2024,10,33.06,95.65%,4.35%,0.00%,0.00%,
33,Tamilnad Mercantile Bank,2024,10,30.48,99.62%,0.08%,0.29%,0.05%,
34,City Union Bank,2024,10,26.07,98.95%,0.92%,0.12%,0.00%,
35,Ujjivan Small Finance Bank,2024,10,25.03,99.52%,0.21%,0.27%,0.17%,
36,Punjab and Sind Bank,2024,10,22.43,99.12%,0.71%,0.18%,0.03%,
37,Jio Payments Bank,2024,10,20.89,99.23%,0.42%,0.34%,0.17%,
38,Kerala Gramin Bank,2024,10,20.67,98.60%,0.93%,0.47%,0.31%,
39,CITI Bank,2024,10,18.98,99.39%,0.55%,0.05%,0.02%,
40,Baroda U.P. Bank,2024,10,15.99,98.78%,0.26%,0.96%,0.34%,
41,Andhra Pradesh Grameena Vikas Bank,2024,10,15.15,98.99%,0.57%,0.44%,0.13%,
42,Pragathi Krishna Gramin Bank,2024,10,14.38,97.87%,1.05%,1.08%,0.76%,
43,Equitas Bank,2024,10,14.34,98.67%,1.18%,0.15%,0.01%,
44,Maharashtra Gramin Bank,2024,10,13.65,98.11%,0.16%,1.74%,0.50%,
45,ESAF Small Finance Bank Ltd,2024,10,13.14,99.06%,0.83%,0.11%,0.02%,
46,NSDL Payments Bank,2024,10,12.62,97.33%,1.05%,1.62%,0.64%,
47,Rajasthan Marudhara Gramin Bank,2024,10,12.62,96.18%,0.48%,3.34%,0.57%,
48,DBS Bank,2024,10,11.7,98.41%,1.32%,0.27%,0.05%,
49,Andhra Pragathi Grameena Bank,2024,10,10.42,92.29%,0.83%,6.88%,0.08%,
50,Sarva Haryana Gramin Bank,2024,10,9.23,99.32%,0.34%,0.34%,0.04%,
1,Paytm Payments Bank,2022,9,1536.46,99.73%,0.26%,0.01%,0.00%,
2,YES Bank,2022,9,1067.95,99.92%,0.06%,0.01%,0.03%,
3,State Bank of India,2022,9,841.59,97.87%,0.26%,1.87%,0.11%,
4,Axis Bank,2022,9,504.89,99.76%,0.19%,0.05%,0.03%,
5,ICICI Bank,2022,9,455.34,99.32%,0.40%,0.28%,0.15%,
6,HDFC Bank,2022,9,350.77,98.98%,0.97%,0.05%,0.05%,
7,Bank of Baroda,2022,9,225.52,99.63%,0.30%,0.07%,0.13%,
8,Union Bank of India,2022,9,213.97,98.81%,0.29%,0.89%,0.22%,
9,Canara Bank,2022,9,162.67,98.11%,0.41%,1.48%,0.39%,
10,Punjab National Bank,2022,9,158.47,97.64%,0.66%,1.70%,0.35%,
11,Federal Bank,2022,9,154.93,99.50%,0.26%,0.24%,0.06%,
12,Kotak Mahindra Bank,2022,9,141.75,99.02%,0.60%,0.38%,0.32%,
13,Bank of India,2022,9,126.11,99.06%,0.29%,0.65%,0.14%,
14,Airtel Payments Bank,2022,9,89.35,97.35%,0.59%,2.06%,0.73%,
15,Indian Bank,2022,9,88.2,98.14%,0.30%,1.56%,0.43%,
16,Central Bank of India,2022,9,58.34,96.79%,0.69%,2.51%,0.91%,
17,IndusInd Bank,2022,9,57.36,98.55%,1.09%,0.36%,0.21%,
18,IDBI Bank,2022,9,48.17,98.49%,0.46%,1.05%,0.21%,
19,Indian Overseas Bank,2022,9,47.38,99.43%,0.27%,0.30%,0.24%,
20,India Post Payment Bank,2022,9,47.08,95.95%,1.09%,2.96%,0.23%,
21,UCO Bank,2022,9,42.56,97.31%,0.75%,1.94%,0.56%,
22,Bank of Maharashtra,2022,9,37.56,96.63%,0.26%,3.11%,0.87%,
23,IDFC First Bank,2022,9,34.23,92.55%,2.66%,4.79%,0.71%,
24,Karnataka Bank,2022,9,29.06,95.17%,0.60%,4.22%,0.99%,
25,Karur Vysya Bank,2022,9,24.14,99.28%,0.33%,0.38%,0.10%,
26,South Indian Bank,2022,9,19.51,99.35%,0.58%,0.07%,0.03%,
27,Bandhan Bank,2022,9,18.89,95.56%,0.43%,4.01%,0.31%,
28,Fino Payments Bank,2022,9,17.75,92.59%,2.45%,4.96%,1.15%,
